"City","Name","Category","Admission","Rating"
"El Paso","Grand Hall of El Paso #7805","Nature","$28.16","4.1"
"Arlington","Heritage Center of Arlington #7806","Museum","$22.37","4.6"
"Corpus Christi","Victory Plaza of Corpus Christi #7807","Park","$49.90","4.2"
"Plano","Discovery Gardens of Plano #7808","Historical Site","$6.97","4.9"
"Laredo","Liberty Monument of Laredo #7809","Theme Park","$14.98","4.2"
"Lubbock","Frontier Preserve of Lubbock #7810","Landmark","$2.64","4.2"
"Garland","Grand Hall of Garland #7811","Nature","$26.24","4.6"
"Irving","Heritage Center of Irving #7812","Museum","$41.51","4.5"
"Amarillo","Victory Plaza of Amarillo #7813","Park","$29.28","4.3"
"Grand Prairie","Discovery Gardens of Grand Prairie #7814","Historical Site","$20.07","4.5"
"Brownsville","Liberty Monument of Brownsville #7815","Theme Park","$17.63","4.2"
"McKinney","Frontier Preserve of McKinney #7816","Landmark","$18.09","4.9"
"Frisco","Grand Hall of Frisco #7817","Nature","$33.43","4.4"
"Pasadena","Heritage Center of Pasadena #7818","Museum","$25.72","4.2"
"Mesquite","Victory Plaza of Mesquite #7819","Park","$7.89","4.1"
"Austin","Discovery Gardens of Austin #7820","Historical Site","$22.56","4.1"
"Houston","Liberty Monument of Houston #7821","Theme Park","$26.22","4.0"
"Dallas","Frontier Preserve of Dallas #7822","Landmark","$46.55","4.5"
"San Antonio","Grand Hall of San Antonio #7823","Nature","$47.63","4.3"
"Fort Worth","Heritage Center of Fort Worth #7824","Museum","$5.45","4.7"
"El Paso","Victory Plaza of El Paso #7825","Park","$5.11","4.1"
"Arlington","Discovery Gardens of Arlington #7826","Historical Site","$33.43","4.0"
"Corpus Christi","Liberty Monument of Corpus Christi #7827","Theme Park","$23.35","4.6"
"Plano","Frontier Preserve of Plano #7828","Landmark","$44.95","4.4"
"Laredo","Grand Hall of Laredo #7829","Nature","$43.24","4.8"
"Lubbock","Heritage Center of Lubbock #7830","Museum","$1.32","4.3"
"Garland","Victory Plaza of Garland #7831","Park","$38.25","4.8"
"Irving","Discovery Gardens of Irving #7832","Historical Site","$43.75","4.9"
"Amarillo","Liberty Monument of Amarillo #7833","Theme Park","$14.93","4.3"
"Grand Prairie","Frontier Preserve of Grand Prairie #7834","Landmark","$47.92","4.0"
"Brownsville","Grand Hall of Brownsville #7835","Nature","$12.08","4.1"
"McKinney","Heritage Center of McKinney #7836","Museum","$41.24","4.3"
"Frisco","Victory Plaza of Frisco #7837","Park","$16.99","4.7"
"Pasadena","Discovery Gardens of Pasadena #7838","Historical Site","$25.51","4.1"
"Mesquite","Liberty Monument of Mesquite #7839","Theme Park","$4.14","4.2"
"Austin","Frontier Preserve of Austin #7840","Landmark","$33.94","4.3"
"Houston","Grand Hall of Houston #7841","Nature","$10.48","4.1"
"Dallas","Heritage Center of Dallas #7842","Museum","$46.43","4.2"
"San Antonio","Victory Plaza of San Antonio #7843","Park","$14.41","4.7"
"Fort Worth","Discovery Gardens of Fort Worth #7844","Historical Site","$38.93","4.5"
"El Paso","Liberty Monument of El Paso #7845","Theme Park","$43.27","4.9"
"Arlington","Frontier Preserve of Arlington #7846","Landmark","$17.40","4.7"
"Corpus Christi","Grand Hall of Corpus Christi #7847","Nature","$33.83","4.6"
"Plano","Heritage Center of Plano #7848","Museum","$19.95","4.8"
"Laredo","Victory Plaza of Laredo #7849","Park","$21.62","4.3"
"Lubbock","Discovery Gardens of Lubbock #7850","Historical Site","$47.12","4.1"
"Garland","Liberty Monument of Garland #7851","Theme Park","$22.69","4.4"
"Irving","Frontier Preserve of Irving #7852","Landmark","$41.34","4.9"
"Amarillo","Grand Hall of Amarillo #7853","Nature","$27.64","4.5"
"Grand Prairie","Heritage Center of Grand Prairie #7854","Museum","$19.99","4.6"
"Brownsville","Victory Plaza of Brownsville #7855","Park","$36.46","4.8"
"McKinney","Discovery Gardens of McKinney #7856","Historical Site","$8.25","4.8"
"Frisco","Liberty Monument of Frisco #7857","Theme Park","$20.20","4.9"
"Pasadena","Frontier Preserve of Pasadena #7858","Landmark","$21.24","4.2"
"Mesquite","Grand Hall of Mesquite #7859","Nature","$46.45","4.4"
"Austin","Heritage Center of Austin #7860","Museum","$45.07","4.2"
"Houston","Victory Plaza of Houston #7861","Park","$40.23","4.1"
"Dallas","Discovery Gardens of Dallas #7862","Historical Site","$24.92","4.1"
"San Antonio","Liberty Monument of San Antonio #7863","Theme Park","$30.18","4.6"
"Fort Worth","Frontier Preserve of Fort Worth #7864","Landmark","$3.31","4.5"
"El Paso","Grand Hall of El Paso #7865","Nature","$44.73","4.2"
"Arlington","Heritage Center of Arlington #7866","Museum","$38.83","4.2"
"Corpus Christi","Victory Plaza of Corpus Christi #7867","Park","$14.09","4.6"
"Plano","Discovery Gardens of Plano #7868","Historical Site","$44.15","4.5"
"Laredo","Liberty Monument of Laredo #7869","Theme Park","$31.88","4.6"
"Lubbock","Frontier Preserve of Lubbock #7870","Landmark","$37.88","4.9"
"Garland","Grand Hall of Garland #7871","Nature","$1.57","4.3"
"Irving","Heritage Center of Irving #7872","Museum","$19.41","4.4"
"Amarillo","Victory Plaza of Amarillo #7873","Park","$42.75","4.9"
"Grand Prairie","Discovery Gardens of Grand Prairie #7874","Historical Site","$3.36","4.9"
"Brownsville","Liberty Monument of Brownsville #7875","Theme Park","$23.38","4.5"
"McKinney","Frontier Preserve of McKinney #7876","Landmark","$39.49","4.2"
"Frisco","Grand Hall of Frisco #7877","Nature","$24.81","4.6"
"Pasadena","Heritage Center of Pasadena #7878","Museum","$14.66","4.2"
"Mesquite","Victory Plaza of Mesquite #7879","Park","$1.14","4.6"
"Austin","Discovery Gardens of Austin #7880","Historical Site","$42.82","4.4"
"Houston","Liberty Monument of Houston #7881","Theme Park","$39.37","4.5"
"Dallas","Frontier Preserve of Dallas #7882","Landmark","$17.06","4.2"
"San Antonio","Grand Hall of San Antonio #7883","Nature","$47.33","4.3"
"Fort Worth","Heritage Center of Fort Worth #7884","Museum","$39.46","4.6"
"El Paso","Victory Plaza of El Paso #7885","Park","$5.45","4.9"
"Arlington","Discovery Gardens of Arlington #7886","Historical Site","$47.69","4.1"
"Corpus Christi","Liberty Monument of Corpus Christi #7887","Theme Park","$8.83","4.9"
"Plano","Frontier Preserve of Plano #7888","Landmark","$6.77","4.5"
"Laredo","Grand Hall of Laredo #7889","Nature","$0.95","4.6"
"Lubbock","Heritage Center of Lubbock #7890","Museum","$22.24","4.9"
"Garland","Victory Plaza of Garland #7891","Park","$17.97","4.5"
"Irving","Discovery Gardens of Irving #7892","Historical Site","$31.13","4.7"
"Amarillo","Liberty Monument of Amarillo #7893","Theme Park","$41.03","4.4"
"Grand Prairie","Frontier Preserve of Grand Prairie #7894","Landmark","$2.76","4.6"
"Brownsville","Grand Hall of Brownsville #7895","Nature","$17.62","4.4"
"McKinney","Heritage Center of McKinney #7896","Museum","$3.27","4.3"
"Frisco","Victory Plaza of Frisco #7897","Park","$43.02","4.4"
"Pasadena","Discovery Gardens of Pasadena #7898","Historical Site","$15.56","5.0"
"Mesquite","Liberty Monument of Mesquite #7899","Theme Park","$44.48","4.8"
"Austin","Frontier Preserve of Austin #7900","Landmark","$44.12","4.1"
"Houston","Grand Hall of Houston #7901","Nature","$12.22","4.6"
"Dallas","Heritage Center of Dallas #7902","Museum","$5.69","4.5"
"San Antonio","Victory Plaza of San Antonio #7903","Park","$33.01","4.7"
"Fort Worth","Discovery Gardens of Fort Worth #7904","Historical Site","$14.83","5.0"
"El Paso","Liberty Monument of El Paso #7905","Theme Park","$3.88","4.8"
"Arlington","Frontier Preserve of Arlington #7906","Landmark","$14.07","4.2"
"Corpus Christi","Grand Hall of Corpus Christi #7907","Nature","$32.67","4.7"
"Plano","Heritage Center of Plano #7908","Museum","$21.79","4.5"
"Laredo","Victory Plaza of Laredo #7909","Park","$29.49","5.0"
"Lubbock","Discovery Gardens of Lubbock #7910","Historical Site","$41.61","4.4"
"Garland","Liberty Monument of Garland #7911","Theme Park","$46.66","4.6"
"Irving","Frontier Preserve of Irving #7912","Landmark","$0.64","4.8"
"Amarillo","Grand Hall of Amarillo #7913","Nature","$8.30","5.0"
"Grand Prairie","Heritage Center of Grand Prairie #7914","Museum","$9.39","5.0"
"Brownsville","Victory Plaza of Brownsville #7915","Park","$3.90","4.3"
"McKinney","Discovery Gardens of McKinney #7916","Historical Site","$22.75","4.1"
"Frisco","Liberty Monument of Frisco #7917","Theme Park","$38.89","4.1"
"Pasadena","Frontier Preserve of Pasadena #7918","Landmark","$7.07","4.8"
"Mesquite","Grand Hall of Mesquite #7919","Nature","$46.22","4.1"
"Austin","Heritage Center of Austin #7920","Museum","$40.31","4.3"
"Houston","Victory Plaza of Houston #7921","Park","$49.92","4.5"
"Dallas","Discovery Gardens of Dallas #7922","Historical Site","$2.64","4.6"
"San Antonio","Liberty Monument of San Antonio #7923","Theme Park","$34.60","4.3"
"Fort Worth","Frontier Preserve of Fort Worth #7924","Landmark","$1.17","4.1"
"El Paso","Grand Hall of El Paso #7925","Nature","$35.60","4.0"
"Arlington","Heritage Center of Arlington #7926","Museum","$12.97","4.1"
"Corpus Christi","Victory Plaza of Corpus Christi #7927","Park","$17.89","4.6"
"Plano","Discovery Gardens of Plano #7928","Historical Site","$33.81","4.1"
"Laredo","Liberty Monument of Laredo #7929","Theme Park","$0.90","4.3"
"Lubbock","Frontier Preserve of Lubbock #7930","Landmark","$10.99","4.6"
"Garland","Grand Hall of Garland #7931","Nature","$17.72","4.2"
"Irving","Heritage Center of Irving #7932","Museum","$49.12","4.9"
"Amarillo","Victory Plaza of Amarillo #7933","Park","$33.37","4.5"
"Grand Prairie","Discovery Gardens of Grand Prairie #7934","Historical Site","$38.44","4.1"
"Brownsville","Liberty Monument of Brownsville #7935","Theme Park","$10.24","4.1"
"McKinney","Frontier Preserve of McKinney #7936","Landmark","$48.70","4.7"
"Frisco","Grand Hall of Frisco #7937","Nature","$28.17","4.6"
"Pasadena","Heritage Center of Pasadena #7938","Museum","$33.03","4.7"
"Mesquite","Victory Plaza of Mesquite #7939","Park","$7.51","4.6"
"Austin","Discovery Gardens of Austin #7940","Historical Site","$25.87","4.8"
"Houston","Liberty Monument of Houston #7941","Theme Park","$41.99","4.4"
"Dallas","Frontier Preserve of Dallas #7942","Landmark","$37.77","4.3"
"San Antonio","Grand Hall of San Antonio #7943","Nature","$20.43","4.1"
"Fort Worth","Heritage Center of Fort Worth #7944","Museum","$18.96","4.7"
"El Paso","Victory Plaza of El Paso #7945","Park","$49.34","4.3"
"Arlington","Discovery Gardens of Arlington #7946","Historical Site","$29.71","4.2"
"Corpus Christi","Liberty Monument of Corpus Christi #7947","Theme Park","$49.38","4.4"
"Plano","Frontier Preserve of Plano #7948","Landmark","$38.86","4.6"
"Laredo","Grand Hall of Laredo #7949","Nature","$27.26","4.4"
"Lubbock","Heritage Center of Lubbock #7950","Museum","$17.56","4.2"
"Garland","Victory Plaza of Garland #7951","Park","$25.46","4.7"
"Irving","Discovery Gardens of Irving #7952","Historical Site","$6.29","4.9"
"Amarillo","Liberty Monument of Amarillo #7953","Theme Park","$31.35","4.2"
"Grand Prairie","Frontier Preserve of Grand Prairie #7954","Landmark","$45.98","4.9"
"Brownsville","Grand Hall of Brownsville #7955","Nature","$12.80","4.8"
"McKinney","Heritage Center of McKinney #7956","Museum","$38.05","4.7"
"Frisco","Victory Plaza of Frisco #7957","Park","$34.21","4.9"
"Pasadena","Discovery Gardens of Pasadena #7958","Historical Site","$5.89","4.5"
"Mesquite","Liberty Monument of Mesquite #7959","Theme Park","$38.35","4.2"
"Austin","Frontier Preserve of Austin #7960","Landmark","$35.35","5.0"
"Houston","Grand Hall of Houston #7961","Nature","$47.61","4.2"
"Dallas","Heritage Center of Dallas #7962","Museum","$42.84","4.8"
"San Antonio","Victory Plaza of San Antonio #7963","Park","$48.01","4.7"
"Fort Worth","Discovery Gardens of Fort Worth #7964","Historical Site","$20.36","4.3"
"El Paso","Liberty Monument of El Paso #7965","Theme Park","$14.21","4.5"
"Arlington","Frontier Preserve of Arlington #7966","Landmark","$31.11","4.2"
"Corpus Christi","Grand Hall of Corpus Christi #7967","Nature","$13.56","4.4"
"Plano","Heritage Center of Plano #7968","Museum","$40.17","4.4"
"Laredo","Victory Plaza of Laredo #7969","Park","$27.18","4.7"
"Lubbock","Discovery Gardens of Lubbock #7970","Historical Site","$38.81","4.0"
"Garland","Liberty Monument of Garland #7971","Theme Park","$26.72","4.3"
"Irving","Frontier Preserve of Irving #7972","Landmark","$24.22","4.4"
"Amarillo","Grand Hall of Amarillo #7973","Nature","$8.28","4.2"
"Grand Prairie","Heritage Center of Grand Prairie #7974","Museum","$2.31","4.9"
"Brownsville","Victory Plaza of Brownsville #7975","Park","$11.29","4.1"
"McKinney","Discovery Gardens of McKinney #7976","Historical Site","$27.77","4.6"
"Frisco","Liberty Monument of Frisco #7977","Theme Park","$26.39","4.3"
"Pasadena","Frontier Preserve of Pasadena #7978","Landmark","$6.22","4.3"
"Mesquite","Grand Hall of Mesquite #7979","Nature","$8.20","4.3"
"Austin","Heritage Center of Austin #7980","Museum","$28.52","4.4"
"Houston","Victory Plaza of Houston #7981","Park","$42.26","4.1"
"Dallas","Discovery Gardens of Dallas #7982","Historical Site","$7.28","4.4"
"San Antonio","Liberty Monument of San Antonio #7983","Theme Park","$29.73","4.9"
"Fort Worth","Frontier Preserve of Fort Worth #7984","Landmark","$4.70","4.3"
"El Paso","Grand Hall of El Paso #7985","Nature","$25.09","4.2"
"Arlington","Heritage Center of Arlington #7986","Museum","$25.80","4.5"
"Corpus Christi","Victory Plaza of Corpus Christi #7987","Park","$25.14","4.4"
"Plano","Discovery Gardens of Plano #7988","Historical Site","$19.59","4.6"
"Laredo","Liberty Monument of Laredo #7989","Theme Park","$13.48","4.9"
"Lubbock","Frontier Preserve of Lubbock #7990","Landmark","$19.70","4.3"
"Garland","Grand Hall of Garland #7991","Nature","$1.86","4.1"
"Irving","Heritage Center of Irving #7992","Museum","$9.08","4.4"
"Amarillo","Victory Plaza of Amarillo #7993","Park","$48.60","4.2"
"Grand Prairie","Discovery Gardens of Grand Prairie #7994","Historical Site","$6.68","4.8"
"Brownsville","Liberty Monument of Brownsville #7995","Theme Park","$12.73","4.2"
"McKinney","Frontier Preserve of McKinney #7996","Landmark","$29.52","4.4"
"Frisco","Grand Hall of Frisco #7997","Nature","$46.34","5.0"
"Pasadena","Heritage Center of Pasadena #7998","Museum","$4.91","4.5"
"Mesquite","Victory Plaza of Mesquite #7999","Park","$45.75","4.7"
"Austin","Discovery Gardens of Austin #8000","Historical Site","$37.77","4.7"
"Houston","Liberty Monument of Houston #8001","Theme Park","$45.10","4.6"
"Dallas","Frontier Preserve of Dallas #8002","Landmark","$19.99","4.1"
"San Antonio","Grand Hall of San Antonio #8003","Nature","$37.96","4.3"
"Fort Worth","Heritage Center of Fort Worth #8004","Museum","$2.44","4.2"
"El Paso","Victory Plaza of El Paso #8005","Park","$31.51","4.5"
"Arlington","Discovery Gardens of Arlington #8006","Historical Site","$19.06","4.7"
"Corpus Christi","Liberty Monument of Corpus Christi #8007","Theme Park","$21.70","4.7"
"Plano","Frontier Preserve of Plano #8008","Landmark","$12.29","4.1"
"Laredo","Grand Hall of Laredo #8009","Nature","$14.35","4.4"
"Lubbock","Heritage Center of Lubbock #8010","Museum","$8.06","4.7"
"Garland","Victory Plaza of Garland #8011","Park","$4.22","4.7"
"Irving","Discovery Gardens of Irving #8012","Historical Site","$18.68","4.4"
"Amarillo","Liberty Monument of Amarillo #8013","Theme Park","$10.47","4.7"
"Grand Prairie","Frontier Preserve of Grand Prairie #8014","Landmark","$38.69","4.5"
"Brownsville","Grand Hall of Brownsville #8015","Nature","$41.18","4.9"
"McKinney","Heritage Center of McKinney #8016","Museum","$10.48","4.3"
"Frisco","Victory Plaza of Frisco #8017","Park","$21.15","4.4"
"Pasadena","Discovery Gardens of Pasadena #8018","Historical Site","$42.08","4.7"
"Mesquite","Liberty Monument of Mesquite #8019","Theme Park","$31.79","4.2"
"Austin","Frontier Preserve of Austin #8020","Landmark","$41.80","4.8"
"Houston","Grand Hall of Houston #8021","Nature","$0.69","4.3"
"Dallas","Heritage Center of Dallas #8022","Museum","$2.86","4.8"
"San Antonio","Victory Plaza of San Antonio #8023","Park","$2.35","4.8"
"Fort Worth","Discovery Gardens of Fort Worth #8024","Historical Site","$7.61","4.8"
"El Paso","Liberty Monument of El Paso #8025","Theme Park","$28.89","4.0"
"Arlington","Frontier Preserve of Arlington #8026","Landmark","$4.69","4.3"
"Corpus Christi","Grand Hall of Corpus Christi #8027","Nature","$18.96","4.7"
"Plano","Heritage Center of Plano #8028","Museum","$41.47","4.4"
"Laredo","Victory Plaza of Laredo #8029","Park","$1.06","4.9"
"Lubbock","Discovery Gardens of Lubbock #8030","Historical Site","$40.64","4.3"
"Garland","Liberty Monument of Garland #8031","Theme Park","$34.04","4.7"
"Irving","Frontier Preserve of Irving #8032","Landmark","$17.10","4.1"
"Amarillo","Grand Hall of Amarillo #8033","Nature","$26.17","4.7"
"Grand Prairie","Heritage Center of Grand Prairie #8034","Museum","$22.34","4.0"
"Brownsville","Victory Plaza of Brownsville #8035","Park","$5.30","4.6"
"McKinney","Discovery Gardens of McKinney #8036","Historical Site","$22.30","4.1"
"Frisco","Liberty Monument of Frisco #8037","Theme Park","$31.20","4.2"
"Pasadena","Frontier Preserve of Pasadena #8038","Landmark","$20.53","4.3"
"Mesquite","Grand Hall of Mesquite #8039","Nature","$44.79","4.7"
"Austin","Heritage Center of Austin #8040","Museum","$41.81","4.7"
"Houston","Victory Plaza of Houston #8041","Park","$17.59","4.8"
"Dallas","Discovery Gardens of Dallas #8042","Historical Site","$44.11","4.5"
"San Antonio","Liberty Monument of San Antonio #8043","Theme Park","$47.47","4.5"
"Fort Worth","Frontier Preserve of Fort Worth #8044","Landmark","$44.75","4.8"
"El Paso","Grand Hall of El Paso #8045","Nature","$19.63","4.6"
"Arlington","Heritage Center of Arlington #8046","Museum","$37.00","4.5"
"Corpus Christi","Victory Plaza of Corpus Christi #8047","Park","$9.00","4.1"
"Plano","Discovery Gardens of Plano #8048","Historical Site","$35.52","4.2"
"Laredo","Liberty Monument of Laredo #8049","Theme Park","$12.77","4.9"
"Lubbock","Frontier Preserve of Lubbock #8050","Landmark","$29.68","4.7"
