"Origin","Destination","Airline","Flight_No","Price","Duration"
"ATL (Atlanta)","Pasadena","Delta","TX9558","$620.76","3.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9559","$175.93","2.5h"
"JFK (New York)","Austin","Southwest","TX9560","$600.95","4.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX9561","$410.66","2.5h"
"ORD (Chicago)","Dallas","United","TX9562","$310.89","3.5h"
"ATL (Atlanta)","San Antonio","Delta","TX9563","$604.88","2.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9564","$255.78","2.6h"
"JFK (New York)","El Paso","Southwest","TX9565","$483.87","3.2h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9566","$620.59","2.2h"
"ORD (Chicago)","Corpus Christi","United","TX9567","$409.60","4.4h"
"ATL (Atlanta)","Plano","Delta","TX9568","$596.68","4.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX9569","$517.02","3.8h"
"JFK (New York)","Lubbock","Southwest","TX9570","$284.96","2.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX9571","$473.76","3.5h"
"ORD (Chicago)","Irving","United","TX9572","$427.27","3.9h"
"ATL (Atlanta)","Amarillo","Delta","TX9573","$519.74","3.3h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9574","$183.84","3.5h"
"JFK (New York)","Brownsville","Southwest","TX9575","$546.73","2.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9576","$199.25","4.3h"
"ORD (Chicago)","Frisco","United","TX9577","$643.29","4.7h"
"ATL (Atlanta)","Pasadena","Delta","TX9578","$178.90","3.6h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9579","$152.87","3.2h"
"JFK (New York)","Austin","Southwest","TX9580","$171.06","3.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX9581","$584.66","4.7h"
"ORD (Chicago)","Dallas","United","TX9582","$545.33","2.3h"
"ATL (Atlanta)","San Antonio","Delta","TX9583","$598.74","4.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9584","$268.15","3.6h"
"JFK (New York)","El Paso","Southwest","TX9585","$183.47","3.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9586","$592.51","4.9h"
"ORD (Chicago)","Corpus Christi","United","TX9587","$405.11","2.3h"
"ATL (Atlanta)","Plano","Delta","TX9588","$501.89","2.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX9589","$644.40","3.6h"
"JFK (New York)","Lubbock","Southwest","TX9590","$332.55","4.2h"
"LAX (Los Angeles)","Garland","American Airlines","TX9591","$356.66","4.9h"
"ORD (Chicago)","Irving","United","TX9592","$586.06","4.6h"
"ATL (Atlanta)","Amarillo","Delta","TX9593","$231.94","4.7h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9594","$299.55","4.8h"
"JFK (New York)","Brownsville","Southwest","TX9595","$269.76","4.7h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9596","$299.29","4.3h"
"ORD (Chicago)","Frisco","United","TX9597","$216.17","2.4h"
"ATL (Atlanta)","Pasadena","Delta","TX9598","$624.32","4.3h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9599","$335.76","3.5h"
"JFK (New York)","Austin","Southwest","TX9600","$522.62","4.1h"
"LAX (Los Angeles)","Houston","American Airlines","TX9601","$491.81","4.3h"
"ORD (Chicago)","Dallas","United","TX9602","$487.84","3.7h"
"ATL (Atlanta)","San Antonio","Delta","TX9603","$601.34","4.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9604","$392.67","4.1h"
"JFK (New York)","El Paso","Southwest","TX9605","$199.48","3.4h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9606","$156.71","3.0h"
"ORD (Chicago)","Corpus Christi","United","TX9607","$427.10","3.8h"
"ATL (Atlanta)","Plano","Delta","TX9608","$639.38","2.8h"
"SFO (San Francisco)","Laredo","JetBlue","TX9609","$471.29","3.6h"
"JFK (New York)","Lubbock","Southwest","TX9610","$361.00","4.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX9611","$231.54","3.9h"
"ORD (Chicago)","Irving","United","TX9612","$309.01","2.7h"
"ATL (Atlanta)","Amarillo","Delta","TX9613","$414.51","3.6h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9614","$631.54","4.4h"
"JFK (New York)","Brownsville","Southwest","TX9615","$488.09","2.1h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9616","$224.68","2.1h"
"ORD (Chicago)","Frisco","United","TX9617","$468.65","4.1h"
"ATL (Atlanta)","Pasadena","Delta","TX9618","$445.19","2.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9619","$298.68","4.9h"
"JFK (New York)","Austin","Southwest","TX9620","$628.46","2.2h"
"LAX (Los Angeles)","Houston","American Airlines","TX9621","$415.16","2.5h"
"ORD (Chicago)","Dallas","United","TX9622","$578.18","4.0h"
"ATL (Atlanta)","San Antonio","Delta","TX9623","$204.77","2.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9624","$226.60","4.7h"
"JFK (New York)","El Paso","Southwest","TX9625","$454.78","4.8h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9626","$401.07","3.9h"
"ORD (Chicago)","Corpus Christi","United","TX9627","$275.63","4.0h"
"ATL (Atlanta)","Plano","Delta","TX9628","$385.05","2.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX9629","$492.38","3.2h"
"JFK (New York)","Lubbock","Southwest","TX9630","$519.98","2.2h"
"LAX (Los Angeles)","Garland","American Airlines","TX9631","$193.97","4.0h"
"ORD (Chicago)","Irving","United","TX9632","$525.22","2.7h"
"ATL (Atlanta)","Amarillo","Delta","TX9633","$192.17","4.8h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9634","$459.00","4.4h"
"JFK (New York)","Brownsville","Southwest","TX9635","$310.11","3.5h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9636","$550.13","3.4h"
"ORD (Chicago)","Frisco","United","TX9637","$359.29","2.3h"
"ATL (Atlanta)","Pasadena","Delta","TX9638","$605.11","5.0h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9639","$221.85","2.5h"
"JFK (New York)","Austin","Southwest","TX9640","$438.12","3.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX9641","$434.86","4.1h"
"ORD (Chicago)","Dallas","United","TX9642","$331.38","4.1h"
"ATL (Atlanta)","San Antonio","Delta","TX9643","$259.29","2.1h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9644","$215.75","3.9h"
"JFK (New York)","El Paso","Southwest","TX9645","$216.18","2.9h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9646","$441.06","2.2h"
"ORD (Chicago)","Corpus Christi","United","TX9647","$525.85","4.2h"
"ATL (Atlanta)","Plano","Delta","TX9648","$636.58","2.9h"
"SFO (San Francisco)","Laredo","JetBlue","TX9649","$396.89","3.8h"
"JFK (New York)","Lubbock","Southwest","TX9650","$331.88","4.2h"
"LAX (Los Angeles)","Garland","American Airlines","TX9651","$477.73","3.5h"
"ORD (Chicago)","Irving","United","TX9652","$379.03","4.3h"
"ATL (Atlanta)","Amarillo","Delta","TX9653","$192.04","2.6h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9654","$596.45","3.0h"
"JFK (New York)","Brownsville","Southwest","TX9655","$332.70","2.3h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9656","$371.84","3.5h"
"ORD (Chicago)","Frisco","United","TX9657","$158.71","4.2h"
"ATL (Atlanta)","Pasadena","Delta","TX9658","$242.67","3.5h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9659","$483.11","2.4h"
"JFK (New York)","Austin","Southwest","TX9660","$248.96","2.1h"
"LAX (Los Angeles)","Houston","American Airlines","TX9661","$170.50","4.3h"
"ORD (Chicago)","Dallas","United","TX9662","$382.13","3.8h"
"ATL (Atlanta)","San Antonio","Delta","TX9663","$205.32","2.9h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9664","$425.59","2.3h"
"JFK (New York)","El Paso","Southwest","TX9665","$241.26","2.6h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9666","$643.00","2.7h"
"ORD (Chicago)","Corpus Christi","United","TX9667","$561.44","4.1h"
"ATL (Atlanta)","Plano","Delta","TX9668","$598.93","3.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX9669","$215.59","2.1h"
"JFK (New York)","Lubbock","Southwest","TX9670","$425.94","3.2h"
"LAX (Los Angeles)","Garland","American Airlines","TX9671","$297.81","2.7h"
"ORD (Chicago)","Irving","United","TX9672","$504.54","3.7h"
"ATL (Atlanta)","Amarillo","Delta","TX9673","$191.71","2.9h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9674","$290.18","3.3h"
"JFK (New York)","Brownsville","Southwest","TX9675","$318.14","3.9h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9676","$186.73","4.0h"
"ORD (Chicago)","Frisco","United","TX9677","$575.60","4.2h"
"ATL (Atlanta)","Pasadena","Delta","TX9678","$612.77","4.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9679","$526.62","3.8h"
"JFK (New York)","Austin","Southwest","TX9680","$352.07","4.2h"
"LAX (Los Angeles)","Houston","American Airlines","TX9681","$359.42","2.5h"
"ORD (Chicago)","Dallas","United","TX9682","$271.66","3.4h"
"ATL (Atlanta)","San Antonio","Delta","TX9683","$649.06","3.3h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9684","$234.76","3.5h"
"JFK (New York)","El Paso","Southwest","TX9685","$244.31","4.6h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9686","$190.67","4.4h"
"ORD (Chicago)","Corpus Christi","United","TX9687","$428.72","3.5h"
"ATL (Atlanta)","Plano","Delta","TX9688","$168.82","2.4h"
"SFO (San Francisco)","Laredo","JetBlue","TX9689","$485.18","2.4h"
"JFK (New York)","Lubbock","Southwest","TX9690","$179.87","4.3h"
"LAX (Los Angeles)","Garland","American Airlines","TX9691","$414.88","2.2h"
"ORD (Chicago)","Irving","United","TX9692","$547.13","4.6h"
"ATL (Atlanta)","Amarillo","Delta","TX9693","$464.28","4.0h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9694","$520.15","2.6h"
"JFK (New York)","Brownsville","Southwest","TX9695","$284.50","2.5h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9696","$435.65","3.4h"
"ORD (Chicago)","Frisco","United","TX9697","$306.47","4.9h"
"ATL (Atlanta)","Pasadena","Delta","TX9698","$274.07","3.5h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9699","$334.58","2.3h"
"JFK (New York)","Austin","Southwest","TX9700","$397.54","2.3h"
"LAX (Los Angeles)","Houston","American Airlines","TX9701","$384.36","4.4h"
"ORD (Chicago)","Dallas","United","TX9702","$321.78","2.4h"
"ATL (Atlanta)","San Antonio","Delta","TX9703","$222.73","2.4h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9704","$590.11","3.7h"
"JFK (New York)","El Paso","Southwest","TX9705","$396.60","2.6h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9706","$269.54","2.8h"
"ORD (Chicago)","Corpus Christi","United","TX9707","$256.19","4.2h"
"ATL (Atlanta)","Plano","Delta","TX9708","$560.86","3.4h"
"SFO (San Francisco)","Laredo","JetBlue","TX9709","$157.07","3.6h"
"JFK (New York)","Lubbock","Southwest","TX9710","$473.37","4.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX9711","$604.80","2.3h"
"ORD (Chicago)","Irving","United","TX9712","$330.90","4.7h"
"ATL (Atlanta)","Amarillo","Delta","TX9713","$344.33","4.2h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9714","$152.16","2.6h"
"JFK (New York)","Brownsville","Southwest","TX9715","$399.00","2.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9716","$534.90","4.5h"
"ORD (Chicago)","Frisco","United","TX9717","$559.31","2.7h"
"ATL (Atlanta)","Pasadena","Delta","TX9718","$573.76","3.6h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9719","$194.58","4.3h"
"JFK (New York)","Austin","Southwest","TX9720","$538.08","4.0h"
"LAX (Los Angeles)","Houston","American Airlines","TX9721","$640.67","4.7h"
"ORD (Chicago)","Dallas","United","TX9722","$622.89","5.0h"
"ATL (Atlanta)","San Antonio","Delta","TX9723","$166.24","3.0h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9724","$619.97","3.2h"
"JFK (New York)","El Paso","Southwest","TX9725","$607.76","4.0h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9726","$536.94","4.1h"
"ORD (Chicago)","Corpus Christi","United","TX9727","$528.90","2.3h"
"ATL (Atlanta)","Plano","Delta","TX9728","$411.68","4.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX9729","$571.05","2.2h"
"JFK (New York)","Lubbock","Southwest","TX9730","$518.38","4.9h"
"LAX (Los Angeles)","Garland","American Airlines","TX9731","$566.87","3.5h"
"ORD (Chicago)","Irving","United","TX9732","$341.27","2.1h"
"ATL (Atlanta)","Amarillo","Delta","TX9733","$198.75","4.6h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9734","$421.01","3.7h"
"JFK (New York)","Brownsville","Southwest","TX9735","$182.91","3.7h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9736","$449.07","3.5h"
"ORD (Chicago)","Frisco","United","TX9737","$301.23","2.9h"
"ATL (Atlanta)","Pasadena","Delta","TX9738","$581.06","3.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9739","$273.56","4.4h"
"JFK (New York)","Austin","Southwest","TX9740","$195.83","3.5h"
"LAX (Los Angeles)","Houston","American Airlines","TX9741","$370.88","4.0h"
"ORD (Chicago)","Dallas","United","TX9742","$530.26","2.1h"
"ATL (Atlanta)","San Antonio","Delta","TX9743","$527.66","2.8h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9744","$432.78","3.8h"
"JFK (New York)","El Paso","Southwest","TX9745","$195.20","4.3h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9746","$526.61","3.6h"
"ORD (Chicago)","Corpus Christi","United","TX9747","$338.54","2.3h"
"ATL (Atlanta)","Plano","Delta","TX9748","$462.98","2.8h"
"SFO (San Francisco)","Laredo","JetBlue","TX9749","$252.00","2.9h"
"JFK (New York)","Lubbock","Southwest","TX9750","$622.23","3.0h"
"LAX (Los Angeles)","Garland","American Airlines","TX9751","$332.01","4.4h"
"ORD (Chicago)","Irving","United","TX9752","$472.17","3.2h"
"ATL (Atlanta)","Amarillo","Delta","TX9753","$528.78","3.3h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9754","$471.32","3.0h"
"JFK (New York)","Brownsville","Southwest","TX9755","$454.62","3.8h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9756","$290.15","4.2h"
"ORD (Chicago)","Frisco","United","TX9757","$248.68","3.5h"
"ATL (Atlanta)","Pasadena","Delta","TX9758","$183.74","4.2h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9759","$463.14","3.2h"
"JFK (New York)","Austin","Southwest","TX9760","$396.33","3.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX9761","$284.38","3.9h"
"ORD (Chicago)","Dallas","United","TX9762","$154.74","2.5h"
"ATL (Atlanta)","San Antonio","Delta","TX9763","$379.88","4.1h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9764","$154.89","4.8h"
"JFK (New York)","El Paso","Southwest","TX9765","$595.81","4.5h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9766","$554.21","4.4h"
"ORD (Chicago)","Corpus Christi","United","TX9767","$622.10","4.2h"
"ATL (Atlanta)","Plano","Delta","TX9768","$483.91","3.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX9769","$154.30","3.0h"
"JFK (New York)","Lubbock","Southwest","TX9770","$529.41","3.4h"
"LAX (Los Angeles)","Garland","American Airlines","TX9771","$223.66","4.4h"
"ORD (Chicago)","Irving","United","TX9772","$420.23","4.6h"
"ATL (Atlanta)","Amarillo","Delta","TX9773","$512.35","4.8h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9774","$410.82","4.7h"
"JFK (New York)","Brownsville","Southwest","TX9775","$425.76","2.8h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9776","$212.93","4.5h"
"ORD (Chicago)","Frisco","United","TX9777","$435.13","2.8h"
"ATL (Atlanta)","Pasadena","Delta","TX9778","$159.27","3.1h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9779","$381.31","4.0h"
"JFK (New York)","Austin","Southwest","TX9780","$304.30","3.1h"
"LAX (Los Angeles)","Houston","American Airlines","TX9781","$562.78","4.3h"
"ORD (Chicago)","Dallas","United","TX9782","$619.69","4.4h"
"ATL (Atlanta)","San Antonio","Delta","TX9783","$214.86","4.5h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9784","$541.10","4.7h"
"JFK (New York)","El Paso","Southwest","TX9785","$166.49","3.6h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9786","$379.63","4.6h"
"ORD (Chicago)","Corpus Christi","United","TX9787","$443.98","3.0h"
"ATL (Atlanta)","Plano","Delta","TX9788","$176.28","2.6h"
"SFO (San Francisco)","Laredo","JetBlue","TX9789","$520.50","3.5h"
"JFK (New York)","Lubbock","Southwest","TX9790","$159.16","2.9h"
"LAX (Los Angeles)","Garland","American Airlines","TX9791","$564.84","4.5h"
"ORD (Chicago)","Irving","United","TX9792","$412.94","2.8h"
"ATL (Atlanta)","Amarillo","Delta","TX9793","$413.07","4.7h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9794","$414.39","2.8h"
"JFK (New York)","Brownsville","Southwest","TX9795","$194.63","2.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9796","$253.61","4.3h"
"ORD (Chicago)","Frisco","United","TX9797","$589.92","3.3h"
"ATL (Atlanta)","Pasadena","Delta","TX9798","$229.63","4.5h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9799","$572.61","3.9h"
"JFK (New York)","Austin","Southwest","TX9800","$379.47","3.8h"
"LAX (Los Angeles)","Houston","American Airlines","TX9801","$489.61","2.3h"
"ORD (Chicago)","Dallas","United","TX9802","$554.74","2.9h"
"ATL (Atlanta)","San Antonio","Delta","TX9803","$532.41","2.2h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9804","$183.03","2.1h"
"JFK (New York)","El Paso","Southwest","TX9805","$223.84","3.2h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9806","$183.50","2.8h"
"ORD (Chicago)","Corpus Christi","United","TX9807","$565.66","4.0h"
"ATL (Atlanta)","Plano","Delta","TX9808","$367.46","3.4h"
"SFO (San Francisco)","Laredo","JetBlue","TX9809","$208.54","3.0h"
"JFK (New York)","Lubbock","Southwest","TX9810","$453.47","3.6h"
"LAX (Los Angeles)","Garland","American Airlines","TX9811","$430.73","4.5h"
"ORD (Chicago)","Irving","United","TX9812","$638.23","2.0h"
"ATL (Atlanta)","Amarillo","Delta","TX9813","$614.96","3.7h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9814","$554.65","3.6h"
"JFK (New York)","Brownsville","Southwest","TX9815","$260.73","3.4h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9816","$231.79","4.1h"
"ORD (Chicago)","Frisco","United","TX9817","$295.38","4.8h"
"ATL (Atlanta)","Pasadena","Delta","TX9818","$157.48","3.1h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9819","$490.12","4.2h"
"JFK (New York)","Austin","Southwest","TX9820","$191.01","2.9h"
"LAX (Los Angeles)","Houston","American Airlines","TX9821","$196.21","2.1h"
"ORD (Chicago)","Dallas","United","TX9822","$237.53","3.3h"
"ATL (Atlanta)","San Antonio","Delta","TX9823","$169.01","4.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9824","$567.00","4.5h"
"JFK (New York)","El Paso","Southwest","TX9825","$274.13","3.8h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9826","$602.06","4.7h"
"ORD (Chicago)","Corpus Christi","United","TX9827","$215.91","3.6h"
"ATL (Atlanta)","Plano","Delta","TX9828","$621.63","4.4h"
"SFO (San Francisco)","Laredo","JetBlue","TX9829","$634.42","4.2h"
"JFK (New York)","Lubbock","Southwest","TX9830","$264.47","2.9h"
"LAX (Los Angeles)","Garland","American Airlines","TX9831","$337.92","3.2h"
"ORD (Chicago)","Irving","United","TX9832","$180.31","2.3h"
"ATL (Atlanta)","Amarillo","Delta","TX9833","$425.92","2.9h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9834","$473.84","2.0h"
"JFK (New York)","Brownsville","Southwest","TX9835","$151.83","2.5h"
"LAX (Los Angeles)","McKinney","American Airlines","TX9836","$305.84","2.0h"
"ORD (Chicago)","Frisco","United","TX9837","$362.00","4.3h"
"ATL (Atlanta)","Pasadena","Delta","TX9838","$379.38","3.0h"
"SFO (San Francisco)","Mesquite","JetBlue","TX9839","$451.21","2.4h"
"JFK (New York)","Austin","Southwest","TX9840","$601.38","3.3h"
"LAX (Los Angeles)","Houston","American Airlines","TX9841","$306.96","3.3h"
"ORD (Chicago)","Dallas","United","TX9842","$462.89","3.6h"
"ATL (Atlanta)","San Antonio","Delta","TX9843","$272.85","4.7h"
"SFO (San Francisco)","Fort Worth","JetBlue","TX9844","$505.11","4.4h"
"JFK (New York)","El Paso","Southwest","TX9845","$162.00","2.9h"
"LAX (Los Angeles)","Arlington","American Airlines","TX9846","$386.26","4.0h"
"ORD (Chicago)","Corpus Christi","United","TX9847","$555.77","4.4h"
"ATL (Atlanta)","Plano","Delta","TX9848","$162.85","3.8h"
"SFO (San Francisco)","Laredo","JetBlue","TX9849","$480.95","4.6h"
"JFK (New York)","Lubbock","Southwest","TX9850","$467.23","2.1h"
"LAX (Los Angeles)","Garland","American Airlines","TX9851","$356.63","3.9h"
"ORD (Chicago)","Irving","United","TX9852","$259.38","2.1h"
"ATL (Atlanta)","Amarillo","Delta","TX9853","$604.97","3.5h"
"SFO (San Francisco)","Grand Prairie","JetBlue","TX9854","$441.28","4.3h"
"JFK (New York)","Brownsville","Southwest","TX9855","$155.44","4.6h"
