"City","Name","Category","Rate","Amenities"
"Garland","Cactus Resort Garland #7771","Budget","$310/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7772","Boutique","$191/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7773","Ranch","$448/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7774","Suites","$150/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7775","Inn","$462/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7776","Luxury","$445/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7777","Budget","$267/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7778","Boutique","$377/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7779","Ranch","$387/night","Parking, Pets"
"Austin","Star Courtyard Austin #7780","Suites","$141/night","Pool, WiFi"
"Houston","Crest Suites Houston #7781","Inn","$94/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7782","Luxury","$244/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7783","Budget","$217/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7784","Boutique","$228/night","Pool, WiFi"
"El Paso","River Manor El Paso #7785","Ranch","$362/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7786","Suites","$149/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7787","Inn","$445/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7788","Luxury","$205/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7789","Budget","$362/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7790","Boutique","$232/night","Spa, Bar"
"Garland","River Manor Garland #7791","Ranch","$245/night","Parking, Pets"
"Irving","Star Courtyard Irving #7792","Suites","$260/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7793","Inn","$93/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7794","Luxury","$84/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7795","Budget","$367/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7796","Boutique","$128/night","Pool, WiFi"
"Frisco","River Manor Frisco #7797","Ranch","$270/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7798","Suites","$230/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7799","Inn","$106/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7800","Luxury","$163/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7801","Budget","$422/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7802","Boutique","$354/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7803","Ranch","$211/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7804","Suites","$347/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7805","Inn","$329/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7806","Luxury","$351/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7807","Budget","$392/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7808","Boutique","$193/night","Pool, WiFi"
"Laredo","River Manor Laredo #7809","Ranch","$271/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7810","Suites","$402/night","Spa, Bar"
"Garland","Crest Suites Garland #7811","Inn","$365/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7812","Luxury","$403/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7813","Budget","$456/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7814","Boutique","$431/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7815","Ranch","$138/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7816","Suites","$231/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7817","Inn","$461/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7818","Luxury","$132/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7819","Budget","$199/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7820","Boutique","$257/night","Pool, WiFi"
"Houston","River Manor Houston #7821","Ranch","$389/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7822","Suites","$201/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7823","Inn","$326/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7824","Luxury","$165/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7825","Budget","$366/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7826","Boutique","$296/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7827","Ranch","$388/night","Parking, Pets"
"Plano","Star Courtyard Plano #7828","Suites","$463/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7829","Inn","$203/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7830","Luxury","$132/night","Spa, Bar"
"Garland","Cactus Resort Garland #7831","Budget","$128/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7832","Boutique","$374/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7833","Ranch","$182/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7834","Suites","$318/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7835","Inn","$122/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7836","Luxury","$301/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7837","Budget","$442/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7838","Boutique","$393/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7839","Ranch","$103/night","Parking, Pets"
"Austin","Star Courtyard Austin #7840","Suites","$164/night","Pool, WiFi"
"Houston","Crest Suites Houston #7841","Inn","$344/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7842","Luxury","$227/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7843","Budget","$170/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7844","Boutique","$316/night","Pool, WiFi"
"El Paso","River Manor El Paso #7845","Ranch","$373/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7846","Suites","$104/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7847","Inn","$284/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7848","Luxury","$339/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7849","Budget","$465/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7850","Boutique","$311/night","Spa, Bar"
"Garland","River Manor Garland #7851","Ranch","$410/night","Parking, Pets"
"Irving","Star Courtyard Irving #7852","Suites","$235/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7853","Inn","$180/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7854","Luxury","$109/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7855","Budget","$465/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7856","Boutique","$172/night","Pool, WiFi"
"Frisco","River Manor Frisco #7857","Ranch","$80/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7858","Suites","$369/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7859","Inn","$132/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7860","Luxury","$158/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7861","Budget","$218/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7862","Boutique","$434/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7863","Ranch","$248/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7864","Suites","$351/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7865","Inn","$122/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7866","Luxury","$420/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7867","Budget","$431/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7868","Boutique","$341/night","Pool, WiFi"
"Laredo","River Manor Laredo #7869","Ranch","$116/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7870","Suites","$155/night","Spa, Bar"
"Garland","Crest Suites Garland #7871","Inn","$359/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7872","Luxury","$467/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7873","Budget","$402/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7874","Boutique","$441/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7875","Ranch","$461/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7876","Suites","$95/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7877","Inn","$386/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7878","Luxury","$367/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7879","Budget","$99/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7880","Boutique","$267/night","Pool, WiFi"
"Houston","River Manor Houston #7881","Ranch","$399/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7882","Suites","$123/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7883","Inn","$372/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7884","Luxury","$410/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7885","Budget","$261/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7886","Boutique","$198/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7887","Ranch","$374/night","Parking, Pets"
"Plano","Star Courtyard Plano #7888","Suites","$354/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7889","Inn","$270/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7890","Luxury","$366/night","Spa, Bar"
"Garland","Cactus Resort Garland #7891","Budget","$212/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7892","Boutique","$250/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7893","Ranch","$171/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7894","Suites","$119/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7895","Inn","$124/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7896","Luxury","$137/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7897","Budget","$104/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7898","Boutique","$341/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7899","Ranch","$311/night","Parking, Pets"
"Austin","Star Courtyard Austin #7900","Suites","$385/night","Pool, WiFi"
"Houston","Crest Suites Houston #7901","Inn","$394/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7902","Luxury","$448/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7903","Budget","$276/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7904","Boutique","$283/night","Pool, WiFi"
"El Paso","River Manor El Paso #7905","Ranch","$395/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7906","Suites","$287/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7907","Inn","$176/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7908","Luxury","$129/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7909","Budget","$201/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7910","Boutique","$207/night","Spa, Bar"
"Garland","River Manor Garland #7911","Ranch","$289/night","Parking, Pets"
"Irving","Star Courtyard Irving #7912","Suites","$227/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7913","Inn","$400/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7914","Luxury","$398/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7915","Budget","$297/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7916","Boutique","$427/night","Pool, WiFi"
"Frisco","River Manor Frisco #7917","Ranch","$282/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7918","Suites","$102/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7919","Inn","$292/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7920","Luxury","$349/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7921","Budget","$202/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7922","Boutique","$169/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7923","Ranch","$428/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7924","Suites","$176/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7925","Inn","$450/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7926","Luxury","$331/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7927","Budget","$160/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7928","Boutique","$347/night","Pool, WiFi"
"Laredo","River Manor Laredo #7929","Ranch","$89/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7930","Suites","$91/night","Spa, Bar"
"Garland","Crest Suites Garland #7931","Inn","$173/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7932","Luxury","$308/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7933","Budget","$116/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7934","Boutique","$391/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7935","Ranch","$369/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7936","Suites","$282/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7937","Inn","$274/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7938","Luxury","$160/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7939","Budget","$432/night","Parking, Pets"
"Austin","Saddle Lodge Austin #7940","Boutique","$191/night","Pool, WiFi"
"Houston","River Manor Houston #7941","Ranch","$73/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #7942","Suites","$259/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #7943","Inn","$257/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #7944","Luxury","$460/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #7945","Budget","$297/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #7946","Boutique","$394/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #7947","Ranch","$195/night","Parking, Pets"
"Plano","Star Courtyard Plano #7948","Suites","$169/night","Pool, WiFi"
"Laredo","Crest Suites Laredo #7949","Inn","$112/night","Gym, Breakfast"
"Lubbock","Magnolia Hotel Lubbock #7950","Luxury","$117/night","Spa, Bar"
"Garland","Cactus Resort Garland #7951","Budget","$447/night","Parking, Pets"
"Irving","Saddle Lodge Irving #7952","Boutique","$365/night","Pool, WiFi"
"Amarillo","River Manor Amarillo #7953","Ranch","$285/night","Gym, Breakfast"
"Grand Prairie","Star Courtyard Grand Prairie #7954","Suites","$312/night","Spa, Bar"
"Brownsville","Crest Suites Brownsville #7955","Inn","$239/night","Parking, Pets"
"McKinney","Magnolia Hotel McKinney #7956","Luxury","$202/night","Pool, WiFi"
"Frisco","Cactus Resort Frisco #7957","Budget","$260/night","Gym, Breakfast"
"Pasadena","Saddle Lodge Pasadena #7958","Boutique","$385/night","Spa, Bar"
"Mesquite","River Manor Mesquite #7959","Ranch","$163/night","Parking, Pets"
"Austin","Star Courtyard Austin #7960","Suites","$336/night","Pool, WiFi"
"Houston","Crest Suites Houston #7961","Inn","$168/night","Gym, Breakfast"
"Dallas","Magnolia Hotel Dallas #7962","Luxury","$183/night","Spa, Bar"
"San Antonio","Cactus Resort San Antonio #7963","Budget","$378/night","Parking, Pets"
"Fort Worth","Saddle Lodge Fort Worth #7964","Boutique","$427/night","Pool, WiFi"
"El Paso","River Manor El Paso #7965","Ranch","$350/night","Gym, Breakfast"
"Arlington","Star Courtyard Arlington #7966","Suites","$123/night","Spa, Bar"
"Corpus Christi","Crest Suites Corpus Christi #7967","Inn","$337/night","Parking, Pets"
"Plano","Magnolia Hotel Plano #7968","Luxury","$320/night","Pool, WiFi"
"Laredo","Cactus Resort Laredo #7969","Budget","$458/night","Gym, Breakfast"
"Lubbock","Saddle Lodge Lubbock #7970","Boutique","$182/night","Spa, Bar"
"Garland","River Manor Garland #7971","Ranch","$341/night","Parking, Pets"
"Irving","Star Courtyard Irving #7972","Suites","$353/night","Pool, WiFi"
"Amarillo","Crest Suites Amarillo #7973","Inn","$345/night","Gym, Breakfast"
"Grand Prairie","Magnolia Hotel Grand Prairie #7974","Luxury","$436/night","Spa, Bar"
"Brownsville","Cactus Resort Brownsville #7975","Budget","$200/night","Parking, Pets"
"McKinney","Saddle Lodge McKinney #7976","Boutique","$114/night","Pool, WiFi"
"Frisco","River Manor Frisco #7977","Ranch","$240/night","Gym, Breakfast"
"Pasadena","Star Courtyard Pasadena #7978","Suites","$215/night","Spa, Bar"
"Mesquite","Crest Suites Mesquite #7979","Inn","$204/night","Parking, Pets"
"Austin","Magnolia Hotel Austin #7980","Luxury","$74/night","Pool, WiFi"
"Houston","Cactus Resort Houston #7981","Budget","$437/night","Gym, Breakfast"
"Dallas","Saddle Lodge Dallas #7982","Boutique","$155/night","Spa, Bar"
"San Antonio","River Manor San Antonio #7983","Ranch","$358/night","Parking, Pets"
"Fort Worth","Star Courtyard Fort Worth #7984","Suites","$303/night","Pool, WiFi"
"El Paso","Crest Suites El Paso #7985","Inn","$182/night","Gym, Breakfast"
"Arlington","Magnolia Hotel Arlington #7986","Luxury","$358/night","Spa, Bar"
"Corpus Christi","Cactus Resort Corpus Christi #7987","Budget","$368/night","Parking, Pets"
"Plano","Saddle Lodge Plano #7988","Boutique","$181/night","Pool, WiFi"
"Laredo","River Manor Laredo #7989","Ranch","$130/night","Gym, Breakfast"
"Lubbock","Star Courtyard Lubbock #7990","Suites","$367/night","Spa, Bar"
"Garland","Crest Suites Garland #7991","Inn","$327/night","Parking, Pets"
"Irving","Magnolia Hotel Irving #7992","Luxury","$417/night","Pool, WiFi"
"Amarillo","Cactus Resort Amarillo #7993","Budget","$451/night","Gym, Breakfast"
"Grand Prairie","Saddle Lodge Grand Prairie #7994","Boutique","$104/night","Spa, Bar"
"Brownsville","River Manor Brownsville #7995","Ranch","$211/night","Parking, Pets"
"McKinney","Star Courtyard McKinney #7996","Suites","$430/night","Pool, WiFi"
"Frisco","Crest Suites Frisco #7997","Inn","$220/night","Gym, Breakfast"
"Pasadena","Magnolia Hotel Pasadena #7998","Luxury","$437/night","Spa, Bar"
"Mesquite","Cactus Resort Mesquite #7999","Budget","$368/night","Parking, Pets"
"Austin","Saddle Lodge Austin #8000","Boutique","$401/night","Pool, WiFi"
"Houston","River Manor Houston #8001","Ranch","$172/night","Gym, Breakfast"
"Dallas","Star Courtyard Dallas #8002","Suites","$241/night","Spa, Bar"
"San Antonio","Crest Suites San Antonio #8003","Inn","$449/night","Parking, Pets"
"Fort Worth","Magnolia Hotel Fort Worth #8004","Luxury","$174/night","Pool, WiFi"
"El Paso","Cactus Resort El Paso #8005","Budget","$280/night","Gym, Breakfast"
"Arlington","Saddle Lodge Arlington #8006","Boutique","$104/night","Spa, Bar"
"Corpus Christi","River Manor Corpus Christi #8007","Ranch","$166/night","Parking, Pets"
"Plano","Star Courtyard Plano #8008","Suites","$129/night","Pool, WiFi"
